;------------------------------------------------------------
;10_萃香
;------------------------------------------------------------
;服
別立ち_服_通常_10,10_別立.webp,0,0,180,180
別立ち_服_笑顔_10,10_別立.webp,180,0,180,180
別立ち_服_憤怒_10,10_別立.webp,360,0,180,180
別立ち_服_睡眠_10,10_別立.webp,0,540,180,180
;裸
別立ち_裸_通常_10,10_別立.webp,0,180,180,180
別立ち_裸_笑顔_10,10_別立.webp,180,180,180,180
別立ち_裸_憤怒_10,10_別立.webp,360,180,180,180
別立ち_裸_睡眠_10,10_別立.webp,180,540,180,180

;服
別顔_服_通常_10,10_別顔.webp,0,0,180,180
別顔_服_笑顔_10,10_別顔.webp,180,0,180,180
別顔_服_憤怒_10,10_別顔.webp,360,0,180,180
別顔_服_睡眠_10,10_別顔.webp,720,0,180,180
別顔_服_発情_10,10_別顔.webp,900,0,180,180
;裸
別顔_裸_通常_10,10_別顔.webp,0,180,180,180
別顔_裸_笑顔_10,10_別顔.webp,180,180,180,180
別顔_裸_憤怒_10,10_別顔.webp,360,180,180,180
別顔_裸_睡眠_10,10_別顔.webp,720,360,180,180
別顔_裸_自慰_10,10_別顔.webp,720,180,180,180
別顔_裸_発情_10,10_別顔.webp,900,180,180,180
別顔_裸_愛撫_10,10_別顔.webp,0,360,180,180
別顔_裸_性交_10,10_別顔.webp,180,360,180,180

;下着
別立ち_服_下着_通常_10,10_別立.webp,0,360,180,180
別立ち_服_下着_笑顔_10,10_別立.webp,180,360,180,180
別立ち_服_下着_憤怒_10,10_別立.webp,360,360,180,180
別立ち_服_ノーブラ下着_通常_10,10_別立.webp,0,1260,180,180
別立ち_服_ノーブラ下着_笑顔_10,10_別立.webp,180,1260,180,180
別立ち_服_ノーブラ下着_憤怒_10,10_別立.webp,360,1260,180,180
別立ち_服_ノーパン下着_通常_10,10_別立.webp,0,1440,180,180
別立ち_服_ノーパン下着_笑顔_10,10_別立.webp,180,1440,180,180
別立ち_服_ノーパン下着_憤怒_10,10_別立.webp,360,1440,180,180
別立ち_服_固有下着_通常_10,10_別立.webp,0,1800,180,180
別立ち_服_固有下着_笑顔_10,10_別立.webp,180,1800,180,180
別立ち_服_固有下着_憤怒_10,10_別立.webp,360,1800,180,180
別顔_服_下着_通常_10,10_別顔_下着.webp,0,0,180,180
別顔_服_下着_笑顔_10,10_別顔_下着.webp,180,0,180,180
別顔_服_下着_憤怒_10,10_別顔_下着.webp,360,0,180,180
別顔_服_下着_自慰_10,10_別顔_下着.webp,720,0,180,180
別顔_服_下着_発情_10,10_別顔_下着.webp,900,0,180,180
別顔_服_下着_愛撫_10,10_別顔_下着.webp,0,180,180,180
別顔_服_下着_性交_10,10_別顔_下着.webp,180,180,180,180

;エフェクト
別顔_照れ_10,10_別顔.webp,540,0,180,180
別顔_吐息_10,10_別顔.webp,360,360,180,180
別顔_汗_10,10_別顔.webp,540,180,180,180
別顔_裸汗_10,10_別顔.webp,540,360,180,180
;******************************
;コスプレ
;******************************
;バニー
別立ち_服_バニー_通常_10,10_別立.webp,0,720,180,180
別立ち_服_バニー_笑顔_10,10_別立.webp,180,720,180,180
別立ち_服_バニー_憤怒_10,10_別立.webp,360,720,180,180
別顔_服_バニー_通常_10,10_別顔_コスプレ.webp,0,0,180,180
別顔_服_バニー_笑顔_10,10_別顔_コスプレ.webp,180,0,180,180
別顔_服_バニー_憤怒_10,10_別顔_コスプレ.webp,360,0,180,180
別顔_服_バニー_発情_10,10_別顔_コスプレ.webp,900,0,180,180

;セーラー
別立ち_服_セーラー_通常_10,10_別立.webp,0,900,180,180
別立ち_服_セーラー_笑顔_10,10_別立.webp,180,900,180,180
別立ち_服_セーラー_憤怒_10,10_別立.webp,360,900,180,180
別顔_服_セーラー_通常_10,10_別顔_コスプレ.webp,0,180,180,180
別顔_服_セーラー_笑顔_10,10_別顔_コスプレ.webp,180,180,180,180
別顔_服_セーラー_憤怒_10,10_別顔_コスプレ.webp,360,180,180,180
別顔_服_セーラー_発情_10,10_別顔_コスプレ.webp,900,180,180,180

;変T
別立ち_服_変T_通常_10,10_別立.webp,0,1080,180,180
別立ち_服_変T_笑顔_10,10_別立.webp,180,1080,180,180
別立ち_服_変T_憤怒_10,10_別立.webp,360,1080,180,180
別顔_服_変T_通常_10,10_別顔_コスプレ.webp,0,360,180,180
別顔_服_変T_笑顔_10,10_別顔_コスプレ.webp,180,360,180,180
別顔_服_変T_憤怒_10,10_別顔_コスプレ.webp,360,360,180,180
別顔_服_変T_発情_10,10_別顔_コスプレ.webp,900,360,180,180
;******************************
;巨乳差分
;******************************
別立ち_巨乳服_通常_10,10_別立_巨乳.webp,0,0,180,180
別立ち_巨乳服_笑顔_10,10_別立_巨乳.webp,180,0,180,180
別立ち_巨乳服_憤怒_10,10_別立_巨乳.webp,360,0,180,180
別立ち_巨乳服_睡眠_10,10_別立_巨乳.webp,0,540,180,180
別立ち_巨乳裸_通常_10,10_別立_巨乳.webp,0,180,180,180
別立ち_巨乳裸_笑顔_10,10_別立_巨乳.webp,180,180,180,180
別立ち_巨乳裸_憤怒_10,10_別立_巨乳.webp,360,180,180,180
別立ち_巨乳裸_睡眠_10,10_別立_巨乳.webp,180,540,180,180
別立ち_巨乳服_バニー_通常_10,10_別立_巨乳.webp,0,720,180,180
