;------------------------------------------------------------
;3_カナ
;------------------------------------------------------------
;服
別立ち_服_通常_3,3_別立.webp,0,0,180,180
別立ち_服_笑顔_3,3_別立.webp,180,0,180,180
別立ち_服_憤怒_3,3_別立.webp,360,0,180,180
別立ち_服_睡眠_3,3_別立.webp,0,540,180,180
;裸
別立ち_裸_通常_3,3_別立.webp,0,180,180,180
別立ち_裸_笑顔_3,3_別立.webp,180,180,180,180
別立ち_裸_憤怒_3,3_別立.webp,360,180,180,180
別立ち_裸_睡眠_3,3_別立.webp,180,540,180,180

;服
別顔_服_通常_3,3_別顔.webp,0,0,180,180
別顔_服_笑顔_3,3_別顔.webp,180,0,180,180
別顔_服_憤怒_3,3_別顔.webp,360,0,180,180
別顔_服_睡眠_3,3_別顔.webp,720,0,180,180
別顔_服_発情_3,3_別顔.webp,900,0,180,180
;裸
別顔_裸_通常_3,3_別顔.webp,0,180,180,180
別顔_裸_笑顔_3,3_別顔.webp,180,180,180,180
別顔_裸_憤怒_3,3_別顔.webp,360,180,180,180
別顔_裸_睡眠_3,3_別顔.webp,720,360,180,180
別顔_裸_自慰_3,3_別顔.webp,720,180,180,180
別顔_裸_発情_3,3_別顔.webp,900,180,180,180
別顔_裸_愛撫_3,3_別顔.webp,0,360,180,180
別顔_裸_性交_3,3_別顔.webp,180,360,180,180

;特殊服装
別立ち_服_下着_通常_3,3_別立.webp,0,360,180,180
別立ち_服_下着_笑顔_3,3_別立.webp,180,360,180,180
別立ち_服_下着_憤怒_3,3_別立.webp,360,360,180,180
別立ち_服_ノーブラ下着_通常_3,3_別立.webp,0,1260,180,180
別立ち_服_ノーブラ下着_笑顔_3,3_別立.webp,180,1260,180,180
別立ち_服_ノーブラ下着_憤怒_3,3_別立.webp,360,1260,180,180
別立ち_服_ノーパン下着_通常_3,3_別立.webp,0,1440,180,180
別立ち_服_ノーパン下着_笑顔_3,3_別立.webp,180,1440,180,180
別立ち_服_ノーパン下着_憤怒_3,3_別立.webp,360,1440,180,180
別顔_服_下着_通常_3,3_別顔_下着.webp,0,0,180,180
別顔_服_下着_笑顔_3,3_別顔_下着.webp,180,0,180,180
別顔_服_下着_憤怒_3,3_別顔_下着.webp,360,0,180,180
別顔_服_下着_自慰_3,3_別顔_下着.webp,720,0,180,180
別顔_服_下着_発情_3,3_別顔_下着.webp,900,0,180,180
別顔_服_下着_愛撫_3,3_別顔_下着.webp,0,180,180,180
別顔_服_下着_性交_3,3_別顔_下着.webp,180,180,180,180

;エフェクト
別顔_照れ_3,3_別顔.webp,540,0,180,180
別顔_吐息_3,3_別顔.webp,360,360,180,180
別顔_汗_3,3_別顔.webp,540,180,180,180
別顔_裸汗_3,3_別顔.webp,540,360,180,180

;******************************
;コスプレ
;******************************
;バニー
別立ち_服_バニー_通常_3,3_別立.webp,0,720,180,180
別立ち_服_バニー_笑顔_3,3_別立.webp,180,720,180,180
別立ち_服_バニー_憤怒_3,3_別立.webp,360,720,180,180
別顔_服_バニー_通常_3,3_別顔_コスプレ.webp,0,0,180,180
別顔_服_バニー_笑顔_3,3_別顔_コスプレ.webp,180,0,180,180
別顔_服_バニー_憤怒_3,3_別顔_コスプレ.webp,360,0,180,180
別顔_服_バニー_発情_3,3_別顔_コスプレ.webp,900,0,180,180

;セーラー
別立ち_服_セーラー_通常_3,3_別立.webp,0,900,180,180
別立ち_服_セーラー_笑顔_3,3_別立.webp,180,900,180,180
別立ち_服_セーラー_憤怒_3,3_別立.webp,360,900,180,180
別顔_服_セーラー_通常_3,3_別顔_コスプレ.webp,0,180,180,180
別顔_服_セーラー_笑顔_3,3_別顔_コスプレ.webp,180,180,180,180
別顔_服_セーラー_憤怒_3,3_別顔_コスプレ.webp,360,180,180,180
